   1749.504      0.0000000E+00
   1749.587      0.0000000E+00
   1749.670      0.0000000E+00
   1749.754      0.0000000E+00
   1749.837      0.0000000E+00
   1749.920      0.0000000E+00
   1750.003      0.0000000E+00
   1750.087      0.0000000E+00
   1750.170      0.0000000E+00
   1750.253      0.0000000E+00
   1750.336      0.0000000E+00
   1750.420      0.0000000E+00
   1750.503      0.0000000E+00
   1750.586      0.0000000E+00
   1750.669      0.0000000E+00
   1750.753      0.0000000E+00
   1750.836      0.0000000E+00
   1750.919      0.0000000E+00
   1751.002      0.0000000E+00
   1751.086      0.0000000E+00
   1751.169      0.0000000E+00
   1751.253      0.0000000E+00
   1751.336      0.0000000E+00
   1751.419      0.0000000E+00
   1751.502      0.0000000E+00
   1751.586      0.0000000E+00
   1751.669      0.0000000E+00
   1751.753      0.0000000E+00
   1751.836      0.0000000E+00
   1751.920      0.0000000E+00
   1752.003      0.0000000E+00
   1752.087      0.0000000E+00
   1752.170      0.0000000E+00
   1752.254      0.0000000E+00
   1752.337      0.0000000E+00
   1752.421      0.0000000E+00
   1752.504      0.0000000E+00
   1752.588      0.0000000E+00
   1752.671      0.0000000E+00
   1752.754      0.0000000E+00
   1752.838      0.0000000E+00
   1752.921      0.0000000E+00
   1753.004      0.0000000E+00
   1753.087      0.0000000E+00
   1753.171      0.0000000E+00
   1753.254      0.0000000E+00
   1753.337      0.0000000E+00
   1753.421      0.0000000E+00
   1753.504      0.0000000E+00
   1753.587      0.0000000E+00
   1753.670      0.0000000E+00
   1753.754      0.0000000E+00
   1753.837      0.0000000E+00
   1753.920      0.0000000E+00
   1754.003      0.0000000E+00
   1754.087      0.0000000E+00
   1754.170      0.0000000E+00
   1754.253      0.0000000E+00
   1754.336      0.0000000E+00
   1754.420      0.0000000E+00
   1754.503      0.0000000E+00
   1754.586      0.0000000E+00
   1754.669      0.0000000E+00
   1754.753      0.0000000E+00
   1754.836      0.0000000E+00
   1754.919      0.0000000E+00
   1755.002      0.0000000E+00
   1755.086      0.0000000E+00
   1755.169      0.0000000E+00
   1755.253      0.0000000E+00
   1755.336      0.0000000E+00
   1755.419      0.0000000E+00
   1755.502      0.0000000E+00
   1755.586      0.0000000E+00
   1755.669      0.0000000E+00
   1755.753      0.0000000E+00
   1755.836      0.0000000E+00
   1755.920      0.0000000E+00
   1756.003      0.0000000E+00
   1756.087      0.0000000E+00
   1756.170      0.0000000E+00
   1756.254      0.0000000E+00
   1756.337      0.0000000E+00
   1756.421      0.0000000E+00
   1756.504      0.0000000E+00
   1756.588      0.0000000E+00
   1756.671      0.0000000E+00
   1756.754      0.0000000E+00
   1756.838      0.0000000E+00
   1756.921      0.0000000E+00
   1757.004      0.0000000E+00
   1757.087      0.0000000E+00
   1757.171      0.0000000E+00
   1757.254      0.0000000E+00
   1757.337      0.0000000E+00
   1757.421      0.0000000E+00
   1757.504      0.0000000E+00
   1757.587      0.0000000E+00
   1757.670      0.0000000E+00
   1757.754      0.0000000E+00
   1757.837      0.0000000E+00
   1757.920      0.0000000E+00
   1758.003      0.0000000E+00
   1758.087      0.0000000E+00
   1758.170      0.0000000E+00
   1758.253      0.0000000E+00
   1758.336      0.0000000E+00
   1758.420      0.0000000E+00
   1758.503      0.0000000E+00
   1758.586      0.0000000E+00
   1758.669      0.0000000E+00
   1758.753      0.0000000E+00
   1758.836      0.0000000E+00
   1758.919      0.0000000E+00
   1759.002      0.0000000E+00
   1759.086      0.0000000E+00
   1759.169      0.0000000E+00
   1759.253      0.0000000E+00
   1759.336      0.0000000E+00
   1759.419      0.0000000E+00
   1759.502      0.0000000E+00
   1759.586      0.0000000E+00
   1759.669      0.0000000E+00
   1759.753      0.0000000E+00
   1759.836      0.0000000E+00
   1759.920      0.0000000E+00
   1760.003      0.0000000E+00
   1760.087      0.0000000E+00
   1760.170      0.0000000E+00
   1760.254      0.0000000E+00
   1760.337      0.0000000E+00
   1760.421      0.0000000E+00
   1760.504      0.0000000E+00
   1760.588      0.0000000E+00
   1760.671      0.0000000E+00
   1760.754      0.0000000E+00
   1760.838      0.0000000E+00
   1760.921      0.0000000E+00
   1761.004      0.0000000E+00
   1761.087      0.0000000E+00
   1761.171      0.0000000E+00
   1761.254      0.0000000E+00
   1761.337      0.0000000E+00
   1761.421      0.0000000E+00
   1761.504      0.0000000E+00
   1761.587      0.0000000E+00
   1761.670      0.0000000E+00
   1761.754      0.0000000E+00
   1761.837      0.0000000E+00
   1761.920      0.0000000E+00
   1762.003      0.0000000E+00
   1762.087      0.0000000E+00
   1762.170      0.0000000E+00
   1762.253      0.0000000E+00
   1762.336      0.0000000E+00
   1762.420      0.0000000E+00
   1762.503      0.0000000E+00
   1762.586      0.0000000E+00
   1762.669      0.0000000E+00
   1762.753      0.0000000E+00
   1762.836      0.0000000E+00
   1762.919      0.0000000E+00
   1763.002      0.0000000E+00
   1763.086      0.0000000E+00
   1763.169      0.0000000E+00
   1763.253      0.0000000E+00
   1763.336      0.0000000E+00
   1763.419      0.0000000E+00
   1763.502      0.0000000E+00
   1763.586      0.0000000E+00
   1763.669      0.0000000E+00
   1763.753      0.0000000E+00
   1763.836      0.0000000E+00
   1763.920      0.0000000E+00
   1764.003      0.0000000E+00
   1764.087      0.0000000E+00
   1764.170      0.0000000E+00
   1764.254      0.0000000E+00
   1764.337      0.0000000E+00
   1764.421      0.0000000E+00
   1764.504      0.0000000E+00
   1764.588      0.0000000E+00
   1764.671      0.0000000E+00
   1764.754      0.0000000E+00
   1764.838      0.0000000E+00
   1764.921      0.0000000E+00
   1765.004      0.0000000E+00
   1765.087      0.0000000E+00
   1765.171      0.0000000E+00
   1765.254      0.0000000E+00
   1765.337      0.0000000E+00
   1765.421      0.0000000E+00
   1765.504      0.0000000E+00
   1765.587      0.0000000E+00
   1765.670      0.0000000E+00
   1765.754      0.0000000E+00
   1765.837      0.0000000E+00
   1765.920      0.0000000E+00
   1766.003      0.0000000E+00
   1766.087      0.0000000E+00
   1766.170      0.0000000E+00
   1766.253      0.0000000E+00
   1766.336      0.0000000E+00
   1766.420      0.0000000E+00
   1766.503      0.5000000    
   1766.586      0.5000000    
   1766.669      0.5000000    
